en,tr,pos,emoji,yuksek_getiri,syn,kaynaklar,cikmis_tekrar,cikmis_donemler,grup,example,exampleTr,tier
"postpone","ertelemek delay","v","🎬",0,"defer","Çıkmış sorular",1,"2025-2",,"","",3
"potential","olası","n","💪",0,"possibility; likely; capacity; possible","Çıkmış sorular",2,"2022-1; 2025-1",,"","",2
"potential danger","potansiyel tehlike","n","⚡",0,"possible hazard; risk","Çıkmış sorular",1,"2025-2",,"","",3
"potentially","potansiyel olarak","adv","⚡",0,"possibly; potentially","Çıkmış sorular",1,"2025-1",,"","",3
"potentially dangerous","potansiyel olarak tehlikeli","n","⚡",0,"possibly harmful; risky","Çıkmış sorular",1,"2025-2",,"","",3
"power","çalıştırmak","v","🏞️",0,"force; activate; run; energy","Çıkmış sorular",2,"2022-1; 2025-1",,"","",2
"power supply","enerji kaynağı","adv","⚡",0,"electrical supply; energy source","Çıkmış sorular",1,"2025-2",,"","",3
"powerhouse","enerji merkezi","n","⚡",0,"generator; energy source","Çıkmış sorular",1,"2024-1",,"","",3
"practical","pratik feasible","n","📦",0,"functional; uygulanabilir","Çıkmış sorular",1,"2025-2",,"","",3
"practical needs","pratik ihtiyaçlar","n","📦",0,"functional requirements","Çıkmış sorular",1,"2025-1",,"","",3
"practical timescale","pratik/uygulanabilir zaman dilimi","n","⏳",0,"feasible timeframe","Çıkmış sorular",1,"2024-2",,"","",3
"practice","uygulama","n","📦",0,"application; exercise","Çıkmış sorular",1,"2022-1",,"","",3
"practitioner","uygulayıcı","n","📦",0,"operator; implementer","Çıkmış sorular",1,"2022-1",,"","",3
"prairie ecosystem","bozkır ekosistemi","n","📦",0,"","Çıkmış sorular",1,"2025-2",,"","",3
"pre-eminence","öncelikli önem","n","💧",0,"","Zafer Hoca",0,"",,"","",2
"precast concrete","hazır beton","n","📦",0,"","Zafer Hoca",0,"",,"","",2
"precise frequency","hassas frekans","n","🔊",0,"accurate oscillation; exact frequency","Çıkmış sorular",1,"2025-2",,"","",3
"preconceived idea","önceden oluşmuş fikir prior","n","💭",0,"bias; assumption","Çıkmış sorular",1,"2025-2",,"","",3
"predatory behaviour","yırtıcı davranış","n","🦁",0,"hunting behavior; aggressive feeding","Çıkmış sorular",1,"2024-1",,"","",3
"predictor","ölçü","n","🔮",0,"belirleyici","Zafer Hoca",0,"",,"","",2
"preface","özsöz","n","📦",0,"","Zafer Hoca",0,"",,"","",2
"preferable","tercih edilebilir more","n","📦",0,"desirable","Çıkmış sorular",1,"2024-2",,"","",3
"preference","öncelik","n","📦",0,"choice; option; priority; tercih","Çıkmış sorular",2,"2022-1; 2024-1",,"","",2
"prehistory","tarih öncesi dönem","n","💧",0,"ancient times","Çıkmış sorular",1,"2025-1",,"","",3
"presence of","...-in varlığı","yapı","🧩",0,"existence of","Çıkmış sorular",1,"2024-2",,"","",3
"present","var olan existing","n","📦",0,"available; mevcut","Çıkmış sorular",1,"2025-2",,"","",3
"preservation","koruma","n","🛡️",0,"","Zafer Hoca",0,"",,"","",2
"pressurize","basınç yapmak","v","🏋️",0,"","Zafer Hoca",0,"",,"","",2
"prevail","baskın olmak, sürdürmek","v","🎬",0,"persist; dominate","Çıkmış sorular",1,"2022-2",,"","",3
"prevail over","üstün gelmek, yenmek defeat","phrasal","❌",0,"overcome","Çıkmış sorular",1,"2025-2",,"","",3
"prevailing","yaygın olan","n","🌐",0,"dominant; rampant; hakim","Çıkmış sorular",1,"2021-1",,"","",3
"preventative","önleyici","n","🚧",0,"precautionary; defensive","Çıkmış sorular",1,"2022-1",,"","",3
"previous technology","önceki teknoloji earlier","n","👂",0,"technology; former technology","Çıkmış sorular",1,"2025-2",,"","",3
"previously possible","daha önce mümkün olan","n","📦",0,"formerly achievable; earlier feasible","Çıkmış sorular",1,"2025-2",,"","",3
"primary function","temel işlev main","n","🏗️",0,"role; main purpose","Çıkmış sorular",1,"2024-1",,"","",3
"primary purpose","temel amaç","n","🏗️",0,"main objective","Çıkmış sorular",1,"2024-1",,"","",3
"prioritise","öncelik vermek","v","🎬",0,"give priority to; emphasize","Çıkmış sorular",1,"2025-2",,"","",3
"priority","öncelik","n","📦",0,"first concern","Çıkmış sorular",1,"2021-1",,"","",3
"private teaching","özel ders/öğretmenlik","n","🎓",0,"individual tutoring","Çıkmış sorular",1,"2024-2",,"","",3
"probably","muhtemelen","adv","💫",0,"possibly; likely; perhaps; conceivably","Çıkmış sorular",6,"2018-1; 2021-1; 2021-2; 2022-1; 2022-2; 2023-2",,"","",1
"problem-solving","problem çözme","n","📦",0,"troubleshooting; solution-finding","Çıkmış sorular",1,"2025-2",,"","",3
"procedural","usule ilişkin, yöntemsel","n","🔗",0,"methodological","Çıkmış sorular",1,"2024-2",,"","",3
"procedures by chance that led","to new products or made old processes work","n","🏺",0,"better by trying variations and","Çıkmış sorular",1,"2025-2",,"","",3
"proceeds","hasılat","n","📦",0,"gelir","Zafer Hoca",0,"",,"","",2
"process information","bilgiyi işlemek handle","v","🧠",0,"data","Çıkmış sorular",1,"2024-2",,"","",3
"processing power","işlem gücü","n","⚡",0,"computational capacity","Çıkmış sorular",1,"2024-2",,"","",3
"productivity","verimlilik","n","💻",0,"output; yield","Çıkmış sorular",1,"2025-2",,"","",3
"profession","meslek","n","🧑‍🔧",0,"occupation; vocation","Çıkmış sorular",1,"2025-2",,"","",3
"proficiency","uzmanlık","n","📦",0,"competence; skill; yeterlik","Çıkmış sorular",1,"2024-1",,"","",3
"profit","kar","n","❄️",0,"gain; earnings","Çıkmış sorular",1,"2022-1",,"","",3
"profound impact / effect","derin etki","n","🖐️",0,"significant influence","Çıkmış sorular",1,"2025-1",,"","",3
"progression","ilerleme","n","🌱",0,"development; advancement","Çıkmış sorular",1,"2025-2",,"","",3
"prolonged","uzun süreli","n","⏳",0,"extended; lengthy","Çıkmış sorular; Zafer Hoca",1,"2024-2",,"","",3
"prolonged exposure","uzun süreli maruziyet","n","⏳",0,"extended contact","Çıkmış sorular",1,"2025-1",,"","",3
"prolonged release","uzun süreli salım","n","⏳",0,"sustained release","Çıkmış sorular",1,"2024-1",,"","",3
"promise","umut vadeden","n","📦",0,"possibility; potential; hope; umut","Çıkmış sorular",1,"2023-1",,"","",3
"promote independence","bağımsızlığı teşvik etmek","v","🎬",0,"foster autonomy","Çıkmış sorular",1,"2025-1",,"","",3
"properly","düzgün bir şekilde","adv","💫",0,"correctly; well; appropriately; accurately","Çıkmış sorular",3,"2018-1; 2022-2; 2025-2",,"","",1
"properly designed","uygun şekilde tasarlanmış","n","📦",0,"well-planned","Çıkmış sorular",1,"2024-1",,"","",3
"properties","özellikler trait","n","📦",0,"feature","Çıkmış sorular",1,"2021-1",,"","",3
"prophecy","kehanet","n","📦",0,"","Zafer Hoca",0,"",,"","",2
"proportionally","orantısal olarak","adv","📊",0,"","Çıkmış sorular",1,"2018-1",,"","",3
"proportionately","orantısal olarak","adv","📊",0,"relatively; comparatively","Çıkmış sorular",1,"2025-1",,"","",3
"pros and cons","artılar ve eksiler","n","📦",0,"advantages and disadvantages","Çıkmış sorular",1,"2023-2",,"","",3
"prosecution","savcılık, dava etme legal","n","⚖️",0,"trial; action","Çıkmış sorular",1,"2024-2",,"","",3
"prospect","olasılık, beklenti","n","🔮",0,"outlook; likelihood; possibility","Çıkmış sorular",1,"2025-1",,"","",3
"prospective","umulan","n","📦",0,"potential; anticipated; beklenen","Çıkmış sorular",1,"2018-1",,"","",3
"protection","koruma","n","🛡️",0,"defence; shelter","Çıkmış sorular",1,"2025-1",,"","",3
"protective goggles","koruyucu gözlük safety","n","👁️",0,"glasses","Çıkmış sorular",1,"2024-2",,"","",3
"protective shield","koruyucu kalkan","n","🛡️",0,"defense barrier","Çıkmış sorular",1,"2024-2",,"","",3
"proven","kanıtlanmış","n","🩸",0,"approved","Çıkmış sorular",1,"2023-2",,"","",3
"provide light","ışık sağlamak","v","💡",0,"give light; emit light","Çıkmış sorular",1,"2024-2",,"","",3
"province of","(...-in) alanı / tekelinde domain","yapı","🗺️",0,"field of; of; realm","Çıkmış sorular",1,"2025-1",,"","",3
"proxy data","dolaylı veri indirect","n","💻",0,"data; substitute data","Çıkmış sorular",1,"2025-2",,"","",3
"pseudo","sahte","n","📦",0,"artificial; fake","Çıkmış sorular",1,"2023-2",,"","",3
"public aquarium","halk akvaryumu","n","💧",0,"community aquarium","Çıkmış sorular",1,"2024-1",,"","",3
"public domain","kamu malı, halka açık open","n","👥",0,"to all; communal","Çıkmış sorular",1,"2024-2",,"","",3
"public place","kamusal alan","n","👥",0,"shared space; communal area","Çıkmış sorular",1,"2025-2",,"","",3
"publication","yayın, yayımlama","n","👥",0,"release; printing","Çıkmış sorular",1,"2024-2",,"","",3
"publish","yayınlamak","v","🎬",0,"release; issue; bring out","Çıkmış sorular",2,"2021-1; 2022-2",,"","",2
"puffer fish","balon balığı","n","🐟",0,"blowfish; globefish","Çıkmış sorular",1,"2025-2",,"","",3
"pull in","içine çekmek draw","phrasal","🔗",0,"in; attract","Çıkmış sorular",1,"2024-2",,"","",3
"pull of gravity","kütleçekim kuvveti","yapı","🪐",0,"attraction; force","Çıkmış sorular",1,"2024-2",,"","",3
"pull off","başarmak, altından kalkmak","phrasal","🔗",0,"succeed; achieve","Çıkmış sorular",1,"2025-1",,"","",3
"pulley","makara","n","📦",0,"machine","Çıkmış sorular",1,"2023-2",,"","",3
"pump","pompa","n","📦",0,"push; force; pressure generator","Çıkmış sorular",2,"2024-1; 2025-1",,"","",2
"pungent","keskin (koku/tat)","n","📦",0,"stinging; sharp","Çıkmış sorular",1,"2024-2",,"","",3
"punishingly frigid","aşırı derecede soğuk","n","🥶",0,"bitter cold; freezing; icy","Çıkmış sorular",1,"2025-1",,"","",3
"punishment","ceza","n","📦",0,"penalty; retribution","Çıkmış sorular",1,"2022-1",,"","",3
"pure","gerçek","n","✔️",0,"genuine; authentic; saf","Çıkmış sorular; Zafer Hoca",1,"2022-2",,"","",3
"pure chance","tamamen tesadüf","n","✨",0,"accident; coincidence","Çıkmış sorular",1,"2025-2",,"","",3
"purity","saflık, temizlik","n","✨",0,"cleanliness; clarity","Çıkmış sorular",1,"2025-2",,"","",3
"purposefully","kasten","adv","🎯",0,"deliberately; intentionally; bilerek","Çıkmış sorular",1,"2023-1",,"","",3
"put down","yazıya dökmek","phrasal","✍️",0,"write down","Zafer Hoca",0,"",,"","",2
"puzzle","şaşırtmak, kafasını karıştırmak perplex","v","❄️",0,"confuse","Çıkmış sorular",1,"2025-2",,"","",3
"pythagorean theorem","Pisagor teoremi","n","📦",0,"","Çıkmış sorular",1,"2025-1",,"","",3
"quality of life","yaşam kalitesi","yapı","🧩",0,"well-being","Çıkmış sorular",1,"2025-1",,"","",3
"quantifying","miktarını belirlemek","v","📦",0,"gauging; assessing; measuring","Çıkmış sorular",1,"2025-1",,"","",3
"quantum computer","kuantum bilgisayarı","n","💻",0,"advanced computer","Çıkmış sorular",1,"2024-2",,"","",3
"quantum physics","kuantum fiziği","n","📦",0,"quantum mechanics","Çıkmış sorular",2,"2024-2; 2025-1",,"","",2
"quartz","kuartz mineral","n","🪨",0,"crystal; silicon dioxide","Çıkmış sorular",1,"2025-2",,"","",3
"radioactive material","radyoaktif madde","n","📦",0,"radioactive substance","Çıkmış sorular",1,"2024-1",,"","",3
"rainforest","yağmur ormanı","n","🌧️",0,"tropical forest","Çıkmış sorular",1,"2024-2",,"","",3
"rainforest canopy","yağmur ormanı örtüsü forest","n","🌧️",0,"canopy","Çıkmış sorular",1,"2024-1",,"","",3
"raise issue","sorun/mesele ortaya çıkarmak bring","v","🔍",0,"up a problem","Çıkmış sorular",1,"2024-2",,"","",3
"raise productivity","verimliliği artırmak boost","v","🏞️",0,"productivity; increase efficiency","Çıkmış sorular",1,"2025-2",,"","",3
"raise question","soru işareti yaratmak trigger","v","➡️",0,"doubt","Çıkmış sorular",1,"2024-2",,"","",3
"raise the question","soru ortaya çıkarmak","v","🔍",0,"","Çıkmış sorular",1,"2025-2",,"","",3
"rare element","nadir element scarce","n","⚗️",0,"element","Çıkmış sorular",1,"2025-1",,"","",3
"rare species","nadir türler","n","🦎",0,"","Çıkmış sorular",1,"2024-1",,"","",3
"rarely","nadiren","adv","💎",0,"barely; not often; hardly; hardly ever","Çıkmış sorular",2,"2023-2; 2025-1",,"","",2
"rash","döküntü","n","📦",0,"skin irritation","Çıkmış sorular",1,"2024-1",,"","",3
"rate of damage","hasar oranı","yapı","📊",0,"","Zafer Hoca",0,"",,"","",2
"rather","oldukça","n","🏺",0,"fairly; quite","Çıkmış sorular",3,"2022-1; 2023-2; 2025-1",,"","",1
"rational","mantıklı logical","n","📊",0,"reasonable; rasyonel","Çıkmış sorular",1,"2025-2",,"","",3
"raw material","hammadde basic","n","📦",0,"material","Çıkmış sorular",2,"2023-2; 2024-1",,"","",2
"ray","ışın beam","n","💡",0,"","Çıkmış sorular",1,"2023-2",,"","",3
"re-purpose","yeniden kullanmak recycle","v","✨",0,"adapt","Çıkmış sorular",1,"2025-2",,"","",3
"reabsorb","yeniden emmek","v","✨",0,"uptake again; absorb back","Çıkmış sorular",1,"2025-2",,"","",3
"reactant","tepkimeye giren madde","n","⚗️",0,"chemical agent","Çıkmış sorular",1,"2024-2",,"","",3
"readily usable compound","kolay kullanılabilir bileşik","n","⚗️",0,"bioavailable compound","Çıkmış sorular",1,"2024-1",,"","",3
"real impact","gerçek etki tangible","n","✔️",0,"significant influence; effect","Çıkmış sorular",1,"2025-2",,"","",3
"realised by","(... yoluyla) fark edilen/gerçekleşen","n","✔️",0,"achieved by; attained by","Çıkmış sorular",1,"2025-1",,"","",3
"reappraise","yeniden değerlendirmek","v","✨",0,"reassess; reevaluate","Çıkmış sorular",1,"2025-2",,"","",3
"reasonable time","makul süre","n","⏳",0,"acceptable duration","Çıkmış sorular",1,"2024-2",,"","",3
"reasoning","akıl yürütme, muhakeme","n","🧠",0,"logic; thinking","Çıkmış sorular",1,"2025-1",,"","",3
"reasoning capacity","akıl yürütme kapasitesi logic","n","🧠",0,"ability","Çıkmış sorular",1,"2024-2",,"","",3
"rebellion","başkaldırı revolt","n","📦",0,"defiance; isyan","Çıkmış sorular",1,"2025-2",,"","",3
"rebuild","yeniden inşa etmek","v","🏗️",0,"reconstruct; restore","Çıkmış sorular",1,"2024-2",,"","",3
"recalibrate","yeniden yapılandırmak","v","🟫",0,"readjust; overhaul; reorganize","Çıkmış sorular",1,"2025-1",,"","",3
"recede","geri çekilmek","v","🎬",0,"withdraw; retreat","Çıkmış sorular",2,"2024-1; 2025-1",,"","",2
"receive attention","ilgi görmek","v","👁️",0,"attract interest; gain notice","Çıkmış sorular",1,"2025-1",,"","",3
"recent years","son yıllar","n","✨",0,"lately; in the last years","Çıkmış sorular",1,"2024-2",,"","",3
"recent years have seen british","with its foundations in the","n","🏗️",0,"begin to recalibrate; Victorian era; national energy system","Çıkmış sorular",1,"2025-1",,"","",3
"recipe","reçete, tarif","n","📦",0,"directions; formula","Çıkmış sorular",1,"2021-1",,"","",3
"recipient","alıcı","n","📦",0,"receiver","Çıkmış sorular",1,"2018-1",,"","",3
"reciprocal conversation","karşılıklı konuşma mutual","n","❄️",0,"two-way exchange; dialogue","Çıkmış sorular",1,"2025-2",,"","",3
"recognise","haklı bulmak notice","v","🔍",0,"admit","Çıkmış sorular",1,"2022-1",,"","",3
"recognise oneself","kendini tanımak identify","v","🎬",0,"oneself","Çıkmış sorular",1,"2024-2",,"","",3
"recognising","tanıma, fark etme","n","📦",0,"detecting; identifying","Çıkmış sorular",1,"2025-1",,"","",3
"recombinant dna product","rekombinant DNA ürünü","n","🧬",0,"","Çıkmış sorular",1,"2025-2",,"","",3
"reconcile","uzlaştırmak, bağdaştırmak","v","🏞️",0,"harmonise; balance","Çıkmış sorular",1,"2025-1",,"","",3
"record pace","rekor hız","n","🏃",0,"rapid rate; unprecedented speed","Çıkmış sorular",1,"2025-2",,"","",3
"recovery","iyileşme","n","💊",0,"revival; healing","Çıkmış sorular",1,"2022-2",,"","",3
"recurring","tekrarlayan","n","📦",0,"","Zafer Hoca",0,"",,"","",2
"recyclable nature","geri dönüştürülebilir özellik","n","🦎",0,"sustainable quality","Çıkmış sorular",1,"2024-1",,"","",3
"recycle","geri dönüşüm yapmak","v","🔄",0,"convert; reuse; recover; repurpose","Çıkmış sorular",2,"2023-1; 2024-1",,"","",2
"redistribution of mass","kütle yeniden dağılımı mass","yapı","⛰️",0,"mass movement; shift","Çıkmış sorular",1,"2025-2",,"","",3
"reduced percentage","düşük oran small","n","📊",0,"limited fraction; proportion","Çıkmış sorular",1,"2025-2",,"","",3
"refitted","tamir edilmiş, düzenlenmiş","n","⚖️",0,"","Zafer Hoca",0,"",,"","",2
"reflective","yansıtıcı","n","📦",0,"light-reflecting; shiny","Çıkmış sorular",1,"2025-2",,"","",3
"reform","yeniden şekillendirmek","v","✨",0,"remold; reshape","Çıkmış sorular",1,"2024-1",,"","",3
"refrigerant","soğutucu","n","📦",0,"","Zafer Hoca",0,"",,"","",2
"refusal","karşı çıkma","n","❄️",0,"decline; ret","Çıkmış sorular",1,"2018-1",,"","",3
"register","kaydetmek enroll","v","✍️",0,"record","Çıkmış sorular",1,"2025-2",,"","",3
"regrettably","ne yazık ki, üzücü biçimde","adv","✍️",0,"","Zafer Hoca",0,"",,"","",2
"regular","düzenli","n","📦",0,"constant; routine; steady","Çıkmış sorular",1,"2023-1",,"","",3
